50812,1
11082,35387
29833,69934
50889,79177
884466,97345
7915,126147
143817,173029
59445,177023
39112,194035
7045,225508
45045,236207
186997,264904
15502,289908
2060924,295831
79986,303846
40829,357633
68210,358963
68046,376449
76165,381230
231011,386061
67969,403031
1088,407830
449076,459217
27899,462188
87820,477789
64016,485107
15152,496774
27816,518813
80723,531135
47668,544013
48184,560547
303102,570670
11481,626180
22303,642825
942,669867
87788,706492
62254,714999
27794,792117
36996,815582
33997,822760
167288,859129
104724,873521
15631,898323
41247,903195
10881,910132
56602,926544
17853,982890
225504,1018329
123845,1045476
32684,1050484
23452,1095636
11179,1124869
16988,1144577
50081,1195308
1039,1259485
52841,1351639
8041,1363045
24257,1406398
288950,1503096
9484,1508240
152034,1527060
7085,1533296
1771851,1543445
122468,1585142
34301,1597273
52938,1610388
207847,1610641
37640,1636215
133933,1643387
676159,1657077
73946,1666416
7167,1682760
17542,1762398
16423,1834950
5454,1843267
144068,1852264
224890,1930631
9970,1949239
23861,1950376
15114,1961915
849143,1985344
18869,2004659
191722,2006990
90408,2024989
7847,2032991
27911,2068096
44101,2087866
46809,2092810
58722,2094510
24465,2112410
69642,2129118
378011,2138727
73516,2196399
74539,2244719
14057,2293773
57539,2301216
8014,2313879
32510,2336978
25335,2350827
176660,2389472
2395,2403029
82046,2408776
56511,2418146
63105,2493744
39924,2506703
5116,2508566
19226,2527316
257894,2540566
3973,2562786
60634,2602301
13693,2632219
88228,2652591
80568,2662489
80832,2671382
5701,2671510
44494,2721742
1475,2724824
13140,2726718
23579,2745457
29397,2780059
33825,2788911
42024,2813618
93965,2839972
26660,2853872
47791,2854084
233143,2889401
83103,2912966
8103,2966824
6967,2974191
7663,2987466
3134,2996324
83335,3015595
57120,3108375
3455,3116781
106437,3144204
43564,3151340
477006,3173780
16103,3179847
83716,3295214
35224,3348481
28054,3357118
25250,3370741
58330,3395344
25066,3541233
80022,3554654
75234,3572586
4676,3634533
46253,3637402
3064,3641618
21859,3656845
249099,3677187
1911,3707815
31516,3744680
32519,3747186
41426,3765325
391162,3777044
535,3781515
42626,3786382
56871,3848667
80261,3858590
82690,3862323
50954,3876517
16079,3929211
32047,3948906
494470,4009593
28018,4027143
86327,4042019
22384,4081647
32234,4094001
297270,4094275
44176,4108495
38190,4117895
61944,4126398
29262,4202714
25748,4229841
109364,4233616
74498,4244688
232285,4247138
6235,4272081
44705,4321051
20399,4321400
49593,4387344
31377,4392376
32488,4470030
60173,4485858
35408,4496800
28941,4562935
39831,4585532
15797,4600458
6326,4609357
196854,4650107
13423,4709801
51539,4724674
19474,4788785
25394,4815638
40628,4819590
36743,4830176
15103,4842986
668789,4854234
43384,4863263
123390,4878323
13064,4883828
354019,4910207
32748,4944085
42435,4970850
35493,4985702
218484,4992018
48939,5012973
221916,5038781
12854,5054176
30059,5083557
48809,5099059
17602,5119465
241969,5218509
9861,5292567
1028,5299414
18546,5328420
34582,5349373
78702,5350309
66327,5356729
3787449,5384282
29935,5424319
32539,5429721
265317,5445006
37579,5455088
28778,5462947
21414,5466659
15806,5471640
1888727,5473030
284510,5473269
16287,5491786
25002,5491966
65010,5518765
140837,5532982
28213,5533520
41585,5586349
16975,5613427
5808,5617667
148862,5652267
514367,5697949
73695,5702590
1494421,5709684
2615692,5724111
48688,5727338
64691,5738461
80659,5743099
42821,5745118
160188,5827262
32864,5863696
145770,5876740
7598,5888239
28395,5928122
432,5954913
81405,5982799
1005847,6023976
18927,6091096
68167,6094948
233118,6098520
76657,6101562
33422,6106263
414252,6114293
28238,6130098
411710,6184961
56392,6192954
7782,6198792
72310,6213095
315157,6221005
11407,6228651
138288,6233264
10288,6245313
34857,6253575
75748,6257190
1435,6260519
56180,6287187
79383,6339979
160860,6342163
24105,6356669
27294,6362772
530111,6364417
119656,6400025
24470,6475804
7828,6495797
84633,6531522
17116,6536658
236819,6542794
32049,6544284
12293,6678931
41172,6715870
4434,6741168
31211,6751456
105985,6778063
62461,6779021
40570,6780463
56034,6789795
10640,6790554
109913,6814786
5892,6817987
10600,6884787
48223,6907087
19784,6930548
3331,6973902
40445,7013132
117883,7060932
41395,7063566
19258,7087455
8258,7125461
41378,7130157
48627,7132225
388614,7178625
132136,7252032
52234,7267789
45071,7267939
219287,7291393
6907,7371990
71283,7428473
52810,7452517
2000,7482387
30885,7494568
179901,7496279
454013,7541633
31264,7551808
47400,7556971
8351,7619410
69206,7629362
705712,7642755
35396,7647122
5304,7672755
97378,7697178
37820,7719478
35271,7740269
23519,7763945
33640,7772299
29230,7797077
8259,7808269
48898,7828340
60305,7855324
1548293,7892880
24695,7901304
34607,7971137
53970,7999959
144368,8011913
19996,8012735
383273,8025754
155999,8111280
33663,8134068
3586,8146658
14199,8209269
116806,8209741
14456,8245053
87917,8252040
37396,8298673
24363,8339785
16686,8360701
29872,8362647
