48271,1
60562,11918
542704,12023
171414,44845
42699,54542
6551,73759
29971,79119
13329,91848
21113,108678
618514,114409
919693,115691
51566,141534
72815,178702
80741,198044
72408,205910
2177975,235125
47052,253998
52575,271860
14451,282728
80641,287853
20870,303084
376,325900
61594,339019
14497,341390
275036,348124
17895697,408780
298137,410547
1918,438413
21834,452766
104080,463399
21615,505332
12517,518400
21890,525028
28019,525731
349014,535232
105227,540610
21539,569994
13607,572915
36891,597634
11837,614992
33123,628534
216939,658856
57150,678934
5166,720266
44003,733544
18811,735580
43895,746382
49559,767421
101684,781909
35153,800989
35253,848317
80626,879991
5775,920831
31141,923136
11372,934747
62396,988722
42472,994847
63448,1016427
37456,1177235
10021,1242028
88359,1247044
17697,1252994
145,1256711
22656,1347033
14308,1361657
341738,1371484
928039,1382758
101858,1384258
24766,1433311
657728,1439823
35461,1461485
11422,1488902
121354,1494004
41116,1532820
2088,1536996
56216,1544138
42110,1545116
137491,1570046
1631,1635800
58762,1648485
94840,1653225
40055,1712859
6170930,1713881
43531,1742354
20587,1802579
84254,1817953
92349,1823852
26188824,1823884
227198,1838956
15558,1842736
64821,1848429
5925,1855085
31659,1861119
45663,1877988
48841,1888674
647,1909599
23598,1916883
74374,1927119
65096,1950681
470217,1961717
26983,1991162
133974,2024502
37998,2037267
489,2049398
66764,2059991
6763,2071074
57900,2074312
97070,2082675
44962,2101933
242297,2127964
38578,2164167
47491,2176567
77242,2178068
28450,2308770
31964,2322913
28610,2347387
154941,2379993
9175,2385136
71659,2414832
190126,2445038
19916,2475572
21025,2513422
29744,2518819
45814,2557245
22029,2559457
50,2561812
55858,2574498
73302,2585678
438351,2589739
76027,2606328
16457,2624879
43905,2634701
53080,2653622
132120,2665421
93069,2673211
51560,2675251
1306255,2708779
8540,2738412
19820,2778478
302760,2793707
59518,2807413
720,2842097
103308,2860920
192151,2878637
18800,2887712
159818,2891193
79968,2960157
46428,2982285
420662,2983929
76463,2987475
75113,3061100
46542,3063630
8456,3068006
76352,3098121
10368,3122382
78821,3145345
208960,3189383
10552,3197648
29860,3254232
11393,3254442
30580,3284589
15968,3288141
38043,3310080
10721,3340293
62399,3369779
54218,3377235
35335,3435107
56557,3467805
3889,3485402
560554,3521163
128032,3535553
87588,3565708
42342,3582164
70291,3582574
253390,3595880
1222244,3606236
47999,3636457
69538,3678543
24710,3719933
106648,3762081
49133,3769752
7250,3818523
40371,3823277
58498,3836573
173044,3843066
32418,3901772
482038,3920193
43142,3938264
41493,3993132
124024,4014370
34173,4035161
76412,4056697
105756,4117718
67378,4129208
44857,4170283
9282,4195214
41613,4233008
17244,4249652
14274,4253754
47367,4265073
45482,4273705
18020,4300500
32215,4312594
7649,4361700
75612,4399471
38709,4422425
32350,4471411
22162,4481073
1392661,4489603
48076,4496601
245342,4570110
20617,4577754
54972,4598584
24450,4611210
3104,4638932
274930,4690567
99896,4732804
62808,4796842
36899,4914255
31748,4914279
200437,4918054
41004,4923695
36095,4950706
50010,4977842
25826,5024978
46907,5040773
32833,5065539
16726,5067979
25263,5095682
18883,5123396
2500,5123624
26674,5161105
63176,5216170
112942,5228264
41301,5235275
133574,5242268
31645,5244208
44843,5308711
6468324,5309443
2578011,5355139
36000,5403909
35034,5448366
142273,5501534
9983,5559080
178392,5579056
69648,5663656
77339,5665755
12443,5667494
6126,5668972
93535,5754015
36747,5774784
176805,5805841
79348,5810147
10234,5860607
31069,5864323
45881,5898401
30834,5904557
46854,5908742
47492,5910275
15738,5919147
119577,5924545
18695,5937632
87673,5944641
35686,6032297
102163,6052394
136599,6055202
33863,6129214
331452,6151161
52265,6169506
116673,6316214
126322,6334908
502688,6345489
12508,6347033
49333,6353200
22361,6359127
20923,6398069
48559,6438135
2677,6441955
28601,6446602
38632,6478858
1764,6501754
23551,6503167
59875,6531179
210249,6536088
46060,6547369
4759,6611626
47659,6628833
19079,6638574
17139,6658735
35789,6665886
27898,6730670
86071,6747874
29603,6786329
1029474,6811081
49075,6864875
40649,6875108
4627,6894414
45537,6900668
13963,6925447
74921,6944246
44502,6965585
32765,6988059
39843,7106129
52554,7115150
11581,7117073
81076,7130847
9305,7143469
27341,7147190
87253,7201965
23996,7303566
1069463,7327686
8903,7329703
345199,7411121
57701,7419772
61049,7467510
22134,7629917
34038,7688457
50947,7695605
25396,7708607
2165,7815269
88083,7832349
138484,7880866
344368,7885120
20204,7901948
363795,7928077
64361,7931276
44149,7960157
5910,7963836
17397,7976882
114416,7978645
57573,7994266
67893,8018697
9620,8035771
34299,8048721
66903,8056733
78665,8077729
31176,8095554
5724,8122382
10233,8134476
83693,8227455
44955,8233410
9379,8247368
60104,8257954
14345,8258050
122356,8271391
70913,8274433
60056,8304237
17599,8366444
22925,8367782
