time,arrived_system_global,arrived_system_task_1,arrived_system_task_2,arrived_cloudlet_global,arrived_cloudlet_task_1,arrived_cloudlet_task_2,arrived_cloud_global,arrived_cloud_task_1,arrived_cloud_task_2,completed_system_global,completed_system_task_1,completed_system_task_2,completed_cloudlet_global,completed_cloudlet_task_1,completed_cloudlet_task_2,completed_cloud_global,completed_cloud_task_1,completed_cloud_task_2,population_area_system_global,population_area_system_task_1,population_area_system_task_2,population_area_cloudlet_global,population_area_cloudlet_task_1,population_area_cloudlet_task_2,population_area_cloud_global,population_area_cloud_task_1,population_area_cloud_task_2,service_system_global,service_system_task_1,service_system_task_2,service_cloudlet_global,service_cloudlet_task_1,service_cloudlet_task_2,service_cloud_global,service_cloud_task_1,service_cloud_task_2,switched_system_global,switched_system_task_1,switched_system_task_2,switched_cloudlet_global,switched_cloudlet_task_1,switched_cloudlet_task_2,switched_cloud_global,switched_cloud_task_1,switched_cloud_task_2,switched_completed_system_global,switched_completed_system_task_1,switched_completed_system_task_2,switched_completed_cloudlet_global,switched_completed_cloudlet_task_1,switched_completed_cloudlet_task_2,switched_completed_cloud_global,switched_completed_cloud_task_1,switched_completed_cloud_task_2,switched_service_system_global,switched_service_system_task_1,switched_service_system_task_2,switched_service_cloudlet_global,switched_service_cloudlet_task_1,switched_service_cloudlet_task_2,switched_service_cloud_global,switched_service_cloud_task_1,switched_service_cloud_task_2,switched_service_lost_system_global,switched_service_lost_system_task_1,switched_service_lost_system_task_2,switched_service_lost_cloudlet_global,switched_service_lost_cloudlet_task_1,switched_service_lost_cloudlet_task_2,switched_service_lost_cloud_global,switched_service_lost_cloud_task_1,switched_service_lost_cloud_task_2,population_system_global,population_system_task_1,population_system_task_2,population_cloudlet_global,population_cloudlet_task_1,population_cloudlet_task_2,population_cloud_global,population_cloud_task_1,population_cloud_task_2,response_system_global,response_system_task_1,response_system_task_2,response_cloudlet_global,response_cloudlet_task_1,response_cloudlet_task_2,response_cloud_global,response_cloud_task_1,response_cloud_task_2,service_lost_system_global,service_lost_system_task_1,service_lost_system_task_2,service_lost_cloudlet_global,service_lost_cloudlet_task_1,service_lost_cloudlet_task_2,service_lost_cloud_global,service_lost_cloud_task_1,service_lost_cloud_task_2,switched_ratio_system_global,switched_ratio_system_task_1,switched_ratio_system_task_2,switched_ratio_cloudlet_global,switched_ratio_cloudlet_task_1,switched_ratio_cloudlet_task_2,switched_ratio_cloud_global,switched_ratio_cloud_task_1,switched_ratio_cloud_task_2,switched_response_system_global,switched_response_system_task_1,switched_response_system_task_2,switched_response_cloudlet_global,switched_response_cloudlet_task_1,switched_response_cloudlet_task_2,switched_response_cloud_global,switched_response_cloud_task_1,switched_response_cloud_task_2,throughput_system_global,throughput_system_task_1,throughput_system_task_2,throughput_cloudlet_global,throughput_cloudlet_task_1,throughput_cloudlet_task_2,throughput_cloud_global,throughput_cloud_task_1,throughput_cloud_task_2
100.03259745958971,1451,612,839,1004,603,401,447,9,438,1191,596,595,763,587,176,428,9,419,3008.273169171685,709.3719742256776,2298.9011949460073,1010.032367588212,697.9809924397132,312.0513751484988,1998.240801583473,11.390981785964414,1986.8498197975086,3828.7504990196667,1265.661277931018,2563.0892210886486,1830.0534771635776,1220.7334016558252,609.3200755077524,1998.697021856089,44.92787627519286,1953.769145580896,222,0,222,222,0,222,222,0,222,210,0,210,0,0,0,210,0,210,1117.9611955298642,0,1117.9611955298642,0,0,0,1117.9611955298642,0,1117.9611955298642,259.09853266560515,0,259.09853266560515,259.09853266560515,0,259.09853266560515,0,0,0,30.07292868094264,7.091408123359423,22.981520557583213,10.097032299858414,6.977535425106575,3.1194968747518383,19.975896381084226,0.11387269825284745,19.862023682831378,3.2147359353649594,2.123592748206406,4.307712976619578,2.3984973488382404,2.0796139721564315,3.462045883566775,4.669852854803946,4.991986252799206,4.662933521672783,1.167110507502726,0.0,1.167110507502726,1.167110507502726,0.0,1.167110507502726,0.0,0.0,0.0,0.15299793246037216,0.0,0.26460071513706795,0.22111553784860558,0.0,0.5536159600997507,0.4966442953020134,0.0,0.5068493150684932,5.323624740618401,0.0,5.323624740618401,0.0,0.0,0.0,5.323624740618401,0.0,5.323624740618401,11.90611890770036,5.958057824508324,5.9480610831920355,7.62751362432861,5.868087152661722,1.7594264716668877,4.27860528337175,0.08997067184660221,4.188634611525147
200.06100956272968,2861,1220,1641,1946,1191,755,915,29,886,2382,1203,1179,1492,1176,316,890,27,863,6178.546512481184,1485.3586264538308,4693.187886027354,2040.793005608807,1461.7736931264392,579.0193124823678,4137.753506872377,23.584933327391568,4114.1685735449855,7961.038056693082,2611.880313897033,5349.157742796048,3684.1798558205455,2512.967028660895,1171.212827159651,4276.858200872535,98.91328523613808,4177.944915636397,437,0,437,437,0,437,437,0,437,426,0,426,0,0,0,426,0,426,2280.2005110735936,0,2280.2005110735936,0,0,0,2280.2005110735936,0,2280.2005110735936,562.0279665855952,0,562.0279665855952,562.0279665855952,0,562.0279665855952,0,0,0,30.883311675701027,7.424528296145044,23.45878337955598,10.200853280053607,7.306639591199784,2.894213688853823,20.68245839564742,0.11788870494526045,20.564569690702157,3.342165431021445,2.171139080546162,4.537029468020397,2.469289447600902,2.1368767250517813,3.706369706201427,4.80545865266577,3.6634550087458546,4.841187619509151,1.286105186694726,0.0,1.286105186694726,1.286105186694726,0.0,1.286105186694726,0.0,0.0,0.0,0.152743795875568,0.0,0.26630103595368676,0.22456320657759507,0.0,0.5788079470198676,0.47759562841530057,0.0,0.4932279909706546,5.352583359327684,0.0,5.352583359327684,0.0,0.0,0.0,5.352583359327684,0.0,5.352583359327684,11.906367988476623,6.01316569695104,5.893202291525582,7.457725037282586,5.8782068658474005,1.5795181714351858,4.448642951194036,0.1349588311036393,4.313684120090397
300.1685305785061,4246,1819,2427,2901,1779,1122,1345,40,1305,3573,1808,1765,2244,1768,476,1329,40,1289,9135.455198898588,2214.153664755526,6921.301534143062,3035.382268942304,2184.9503994326574,850.4318695096467,6100.0729299562845,29.203265322868546,6070.869664633416,11910.06650787784,3969.24941609281,7940.817091785029,5547.277819762082,3812.9706891052306,1734.3071306568513,6362.788688115757,156.27872698757938,6206.509961128178,639,0,639,639,0,639,639,0,639,632,0,632,0,0,0,632,0,632,3404.8492908607445,0,3404.8492908607445,0,0,0,3404.8492908607445,0,3404.8492908607445,852.0294621210164,0,852.0294621210164,852.0294621210164,0,852.0294621210164,0,0,0,30.434420228170122,7.376368403737233,23.05805182443289,10.11226014629948,7.279078840215748,2.8331813060837328,20.322160081870646,0.09728956352148556,20.22487051834916,3.333351947348962,2.195381314210625,4.499046510926362,2.4720489392879155,2.1566576295844064,3.6435023753295197,4.787651383081834,3.906968174689484,4.814980574963675,1.3333794399389929,0.0,1.3333794399389929,1.3333794399389929,0.0,1.3333794399389929,0.0,0.0,0.0,0.15049458313707018,0.0,0.26328800988875156,0.2202688728024819,0.0,0.56951871657754,0.475092936802974,0.0,0.4896551724137931,5.387419764020166,0.0,5.387419764020166,0.0,0.0,0.0,5.387419764020166,0.0,5.387419764020166,11.903313092527924,6.023282975452138,5.880030117075787,7.475800330151879,5.890024502543905,1.5857758276079743,4.427512762376046,0.13325847290823312,4.294254289467813
400.18578917287175,5596,2386,3210,3821,2337,1484,1775,49,1726,4732,2377,2355,2975,2328,647,1757,49,1708,12234.1365585838,2935.025036930758,9299.111521653042,4049.9021974441607,2902.9016097276703,1147.0005877164904,8184.234361139639,32.123427203087644,8152.110933936551,15934.025576173623,5281.178275279192,10652.847300894431,7420.7342625610445,5089.358859088216,2331.375403472828,8513.291313612579,191.81941619097626,8321.471897421603,827,0,827,827,0,827,827,0,827,818,0,818,0,0,0,818,0,818,4491.638887580534,0,4491.638887580534,0,0,0,4491.638887580534,0,4491.638887580534,1101.1132564012532,0,1101.1132564012532,1101.1132564012532,0,1101.1132564012532,0,0,0,30.571141928527883,7.334156075349516,23.236985853178368,10.120055001989812,7.253884791180525,2.8661702108092864,20.451086926538075,0.08027128416899133,20.37081564236908,3.3672919645337327,2.221783035456118,4.523502038596361,2.4943644580037123,2.1861507126667594,3.603362292848266,4.845356467622413,3.914681963081148,4.872056146031383,1.3314549654186858,0.0,1.3314549654186858,1.3314549654186858,0.0,1.3314549654186858,0.0,0.0,0.0,0.14778413152251607,0.0,0.2576323987538941,0.21643548809212249,0.0,0.557277628032345,0.4659154929577465,0.0,0.47914252607184243,5.491001085061778,0.0,5.491001085061778,0.0,0.0,0.0,5.491001085061778,0.0,5.491001085061778,11.824507836173755,5.939741151011203,5.884766685162551,7.434047086351843,5.817298022530114,1.6167490638217286,4.390460749821912,0.12244312848108917,4.268017621340823
500.21101339002377,7095,2993,4102,4809,2937,1872,2286,56,2230,5976,2974,3002,3712,2918,794,2264,56,2208,15517.546428348494,3684.4001592326836,11833.14626911581,5070.7842425070485,3651.458970051095,1419.3252724559534,10446.762185841446,32.94118918158834,10413.820996659857,20088.607002985973,6581.6993987736505,13506.907604212322,9265.112193063296,6361.3273901652665,2903.78480289803,10823.494809922675,220.3720086083838,10603.122801314292,1077,0,1077,1077,0,1077,1077,0,1077,1063,0,1063,0,0,0,1063,0,1063,5639.254807005581,0,5639.254807005581,0,0,0,5639.254807005581,0,5639.254807005581,1382.8531374303634,0,1382.8531374303634,1382.8531374303634,0,1382.8531374303634,0,0,0,31.022000741613372,7.365691799272498,23.656308942340875,10.137290277040071,7.299837213308186,2.8374530637318838,20.884710464573303,0.0658545859643108,20.81885587860899,3.3615473565906915,2.2130798247389545,4.499302999404504,2.495989276148517,2.180029948651565,3.6571597013829096,4.780695587421676,3.9352144394354247,4.802138949870603,1.2839862000281925,0.0,1.2839862000281925,1.2839862000281925,0.0,1.2839862000281925,0.0,0.0,0.0,0.1517970401691332,0.0,0.26255485129205264,0.22395508421709295,0.0,0.5753205128205128,0.47112860892388453,0.0,0.48295964125560537,5.3050374477945255,0.0,5.3050374477945255,0.0,0.0,0.0,5.3050374477945255,0.0,5.3050374477945255,11.94695806375699,5.945490843643455,6.001467220113534,7.420868194890553,5.833538090703295,1.5873301041872574,4.526089868866436,0.1119527529401592,4.414137115926278
600.2239722360613,8654,3622,5032,5838,3564,2274,2816,58,2758,7283,3615,3668,4495,3557,938,2788,58,2730,19290.808515878798,4433.843772590965,14856.964743287832,6084.777902187846,4400.678624440825,1684.0992777470212,13206.030613690951,33.16514815014055,13172.86546554081,24661.858264953673,7944.745296453336,16717.112968500336,11168.677776860577,7720.581069748149,3448.096707112428,13493.180488093094,224.1642267051866,13269.016261387907,1323,0,1323,1323,0,1323,1323,0,1323,1312,0,1312,0,0,0,1312,0,1312,6944.364250231391,0,6944.364250231391,0,0,0,6944.364250231391,0,6944.364250231391,1638.726426739126,0,1638.726426739126,1638.726426739126,0,1638.726426739126,0,0,0,32.13935032286905,7.386982156132852,24.752368166736193,10.13751230148264,7.331727535051012,2.805784766431628,22.001838021386405,0.055254621081840226,21.946583400304565,3.386222472189163,2.197716541204242,4.557555334923756,2.484689160591897,2.1705316473849168,3.6760092826358504,4.839734751826791,3.8649004604342516,4.860445516991907,1.2386443134838443,0.0,1.2386443134838443,1.2386443134838443,0.0,1.2386443134838443,0.0,0.0,0.0,0.15287728218165011,0.0,0.26291732909379967,0.22661870503597123,0.0,0.5817941952506597,0.4698153409090909,0.0,0.4796954314720812,5.292960556578804,0.0,5.292960556578804,0.0,0.0,0.0,5.292960556578804,0.0,5.292960556578804,12.133803941332218,6.022751784692567,6.1110521566396505,7.488871167964893,5.926121188976891,1.5627499789880022,4.644932773367325,0.09663059571567605,4.548302177651649
700.2479681558966,10122,4254,5868,6827,4188,2639,3295,66,3229,8530,4238,4292,5254,4172,1082,3276,66,3210,22589.317491048125,5188.761734288745,17400.55575675938,7098.796595526557,5153.410643161961,1945.385952364596,15490.520895521568,35.351091126783885,15455.169804394784,28981.475534042296,9260.473686890997,19721.0018471513,13028.693942674117,8994.998358441846,4033.695584232271,15952.781591368179,265.47532844915145,15687.306262919028,1554,0,1554,1554,0,1554,1554,0,1554,1544,0,1544,0,0,0,1544,0,1544,8225.06309012424,0,8225.06309012424,0,0,0,8225.06309012424,0,8225.06309012424,1935.0718149069735,0,1935.0718149069735,1935.0718149069735,0,1935.0718149069735,0,0,0,32.25902611404515,7.409891881519274,24.849134232525874,10.137546866749563,7.359408206115144,2.7781386606344194,22.121479247295586,0.050483675404130054,22.070995571891455,3.3975938492429423,2.1851046925179323,4.594828016577656,2.479766643067019,2.1560398749860608,3.7279996157414703,4.869591450356587,4.02235346135078,4.8870112968595105,1.2452199581125956,0.0,1.2452199581125956,1.2452199581125956,0.0,1.2452199581125956,0.0,0.0,0.0,0.15352697095435686,0.0,0.26482617586912066,0.22762560421854403,0.0,0.5888594164456233,0.4716236722306525,0.0,0.48126354908640445,5.327113400339534,0.0,5.327113400339534,0.0,0.0,0.0,5.327113400339534,0.0,5.327113400339534,12.181399144168543,6.052141802225824,6.1292573419427185,7.503056401343672,5.957889475905177,1.5451669254384952,4.678342742824871,0.09425232632064758,4.584090416504223
800.3955659998356,11580,4878,6702,7814,4788,3026,3766,90,3676,9752,4859,4893,6013,4774,1239,3739,85,3654,25707.05927778691,5952.801787082505,19754.257490704404,8119.463084567296,5909.574320550828,2209.888764016468,17587.59619321961,43.22746653167688,17544.368726687935,33022.401486207156,10658.229205609216,22364.17228059794,14885.83368566302,10336.655554224297,4549.1781314387235,18136.567800544137,321.57365138491787,17814.994149159218,1781,0,1781,1781,0,1781,1781,0,1781,1768,0,1768,0,0,0,1768,0,1768,9378.113352411856,0,9378.113352411856,0,0,0,9378.113352411856,0,9378.113352411856,2194.519480435366,0,2194.519480435366,2194.519480435366,0,2194.519480435366,0,0,0,32.117943139370404,7.437324792830908,24.68061834653949,10.144312924103534,7.383317164143363,2.760995759960172,21.973630215266862,0.054007628687545425,21.91962258657932,3.3862183640491343,2.193502614860921,4.570646286653983,2.4756084626081853,2.1651980633063044,3.671653052008655,4.850646643633094,3.783219428057857,4.875477325987744,1.232183874472412,0.0,1.232183874472412,1.232183874472412,0.0,1.232183874472412,0.0,0.0,0.0,0.15379965457685665,0.0,0.26574156968069235,0.22792423854619914,0.0,0.5885657633840052,0.47291556027615506,0.0,0.48449401523394997,5.304362755889059,0.0,5.304362755889059,0.0,0.0,0.0,5.304362755889059,0.0,5.304362755889059,12.183975541915986,6.070748272987057,6.11322726892893,7.512535370543563,5.964550783132375,1.5479845874111882,4.671440171372423,0.106197489854682,4.565242681517741
900.4132107858989,12984,5432,7552,8722,5322,3400,4262,110,4152,10934,5419,5515,6706,5309,1397,4228,110,4118,28791.756089309587,6630.192315917181,22161.563773392405,9136.559981709714,6571.744490921104,2564.81549078861,19655.196107599873,58.44782499607628,19596.748282603796,37157.21151525878,11999.23117427847,25157.980340980306,16745.44260373798,11528.339333589527,5217.103270148456,20411.76891152079,470.891840688942,19940.877070831848,1997,0,1997,1997,0,1997,1997,0,1997,1983,0,1983,0,0,0,1983,0,1983,10361.610549156538,0,10361.610549156538,0,0,0,10361.610549156538,0,10361.610549156538,2503.749877145366,0,2503.749877145366,2503.749877145366,0,2503.749877145366,0,0,0,31.976159106083706,7.363499598290229,24.612659507793477,10.147074556730614,7.298587373218517,2.848487183512098,21.82908454935309,0.06491222507171106,21.76417232428138,3.3983182289426357,2.2142888308319746,4.561737142516828,2.4970835973364123,2.1714709613090086,3.734504846205051,4.827759912847869,4.280834915354018,4.842369371255913,1.2537555719305788,0.0,1.2537555719305788,1.2537555719305788,0.0,1.2537555719305788,0.0,0.0,0.0,0.15380468268638325,0.0,0.2644332627118644,0.22896124742031645,0.0,0.5873529411764706,0.4685593618019709,0.0,0.4809730250481696,5.225219641531285,0.0,5.225219641531285,0.0,0.0,0.0,5.225219641531285,0.0,5.225219641531285,12.14331361315388,6.018347948571509,6.124965664582372,7.447691703842136,5.896181815642396,1.5515098881997413,4.695621909311744,0.12216613292911349,4.57345577638263
1000.4214146452853,14493,6063,8430,9740,5939,3801,4753,124,4629,12211,6048,6163,7483,5924,1559,4728,124,4604,32433.02266262,7363.41447998153,25069.60818263847,10145.778746102056,7299.614567697811,2846.164178404244,22287.243916517942,63.79991228371897,22223.444004234225,41687.78640341952,13336.855381691012,28350.931021728513,18603.783715267382,12808.571979645523,5795.21173562186,23084.002688152144,528.2834020454889,22555.719286106654,2238,0,2238,2238,0,2238,2238,0,2238,2225,0,2225,0,0,0,2225,0,2225,11843.656032463372,0,11843.656032463372,0,0,0,11843.656032463372,0,11843.656032463372,2772.9287437083144,0,2772.9287437083144,2772.9287437083144,0,2772.9287437083144,0,0,0,32.4193606692432,7.360312736400531,25.059047932842663,10.141504967383568,7.296539699008743,2.844965268374823,22.277855701859625,0.06377303739178775,22.214082664467842,3.413953517600485,2.2051678871843605,4.600183518047787,2.4861397454586904,2.162149220061702,3.7172621780768824,4.882403275835902,4.260350016495878,4.899157099501879,1.2390208863754757,0.0,1.2390208863754757,1.2390208863754757,0.0,1.2390208863754757,0.0,0.0,0.0,0.1544193748706272,0.0,0.26548042704626335,0.2297741273100616,0.0,0.5887924230465666,0.47086050915211447,0.0,0.48347375243033053,5.322991475264437,0.0,5.322991475264437,0.0,0.0,0.0,5.322991475264437,0.0,5.322991475264437,12.20585627340814,6.045452357839032,6.160403915569106,7.4798478825577845,5.921504591243126,1.558343291314658,4.726008390850355,0.12394776659590609,4.602060624254449
