name,generator_class,generator_streams,generator_modulus,generator_multiplier,generator_seed,test_parameters_sample_size,test_parameters_bins,test_parameters_confidence,test_parameters_d,critical_bounds_lower_bound,critical_bounds_upper_bound,error_theoretical,error_empirical,error_empirical_lower_bound,error_empirical_upper_bound,result_suggested_confidence,result_success
TEST OF EXTREMES,MarcianiMultiStream,256,2147483647,16807,123456789,10000,1000,95.0,5,913.3009983090644,1088.4870675338261,13 (5.078 %),12 (4.688 %),9 (3.516 %),3 (1.172 %),95.312,True
