name,generator_class,generator_streams,generator_modulus,generator_multiplier,generator_seed,test_parameters_chisquare_test,test_parameters_sample_size,test_parameters_bins,test_parameters_confidence,test_parameters_d,ks_ks_statistic,ks_ks_point_x,ks_ks_critical_distance,result_success
TEST OF KOLMOGOROV-SMIRNOV,MarcianiMultiStream,256,2147483647,50812,123456789,extremes,10000,1000,95.0,5,0.041,1010.6,0.084,True
